Datai,Dataf,P30,Livello
2015-03-26 18:00:00+00:00,2015-03-26 18:30:00+00:00,0,0.3
2015-03-26 18:30:00+00:00,2015-03-26 19:00:00+00:00,0,0.29
2015-03-26 19:00:00+00:00,2015-03-26 19:30:00+00:00,0,0.29
2015-03-26 19:30:00+00:00,2015-03-26 20:00:00+00:00,0,0.29
2015-03-26 20:00:00+00:00,2015-03-26 20:30:00+00:00,0,0.29
2015-03-26 20:30:00+00:00,2015-03-26 21:00:00+00:00,0,0.28
2015-03-26 21:00:00+00:00,2015-03-26 21:30:00+00:00,0,0.27
2015-03-26 21:30:00+00:00,2015-03-26 22:00:00+00:00,0,0.27
2015-03-26 22:00:00+00:00,2015-03-26 22:30:00+00:00,0,0.27
2015-03-26 22:30:00+00:00,2015-03-26 23:00:00+00:00,0,0.27
2015-03-26 23:00:00+00:00,2015-03-26 23:30:00+00:00,0,0.27
2015-03-26 23:30:00+00:00,2015-03-27 00:00:00+00:00,0,0.27
